rank,base_model,runs_total,runs_success,seeds,mae_mean,mae_std,mape_mean,mape_std,rmse_mean,rmse_std,best_model_name
1,chebnet_gru,3,3,"42,2026,3407",18.206966666666666,0.18979413408568188,10.940566666666667,0.35437348000849817,28.827066666666667,0.20548813428841287,chebnet_gru_s3407_20260414_183256
2,gcn_gru_distance_correlation,3,3,"42,2026,3407",20.0648,0.1039981249830964,11.8937,0.22537371186542557,31.826400000000003,0.18275861128822452,gcn_gru_distance_correlation_s2026_20260414_203618
3,gat_gru,3,3,"42,2026,3407",20.3886,0.15016800591337623,12.4001,0.5985861090937542,32.074999999999996,0.030447824224398408,gat_gru_s42_20260414_184100
4,gcn_gru,3,3,"42,2026,3407",20.337233333333334,0.03239758221431507,12.081933333333334,0.10430466592311802,32.2757,0.05348541857366521,gcn_gru_s42_20260414_200901
5,gcn_gru_correlation,3,3,"42,2026,3407",20.275233333333333,0.07418068032401279,11.947966666666666,0.19612588644371556,32.336166666666664,0.10281003517815449,gcn_gru_correlation_s2026_20260414_202423
6,gat_none,3,3,"42,2026,3407",20.903833333333335,0.12618341148238651,12.350533333333333,0.2066731074265184,33.1972,0.1945906729522255,gat_none_s42_20260414_192723
7,chebnet_none,3,3,"42,2026,3407",20.811566666666664,0.14623601927477825,12.365566666666666,0.38005226394975317,33.2602,0.1078057976177539,chebnet_none_s2026_20260414_183745
8,gcn_none,3,3,"42,2026,3407",20.874733333333335,0.08216089905382791,12.232500000000002,0.2164289028757478,33.49333333333333,0.24465684812269942,gcn_none_s3407_20260414_205154
